Order_ID,Date,Month,Quarter,Region,City,Category,Sub_Category,Product,Sales_Rep,Sales_Channel,Customer_ID,Customer_Segment,Customer_Age,Customer_Gender,Units_Sold,Unit_Price,Discount_Pct,Tax_Rate,Shipping_Cost,Payment_Method,Customer_Rating,Return_Flag,Delivery_Days,Revenue,Profit
ORD12928,2022-02-10,February,Q1,East,Lucknow,Beauty,Fragrance,Product_166,Hannah,In-Store,CUST6245,Corporate,24.0,Other,108.0,1009.73,0.22,0.13,35.11,,2.0,Yes,3.0,85059.66,14015.28
ORD11515,2023-10-02,October,Q4,West,Ahmedabad,Toys,Puzzles,Product_75,Hannah,Telephone,CUST9053,Retail,41.0,Male,154.0,1178.67,0.0,0.1,81.56,Cash,4.6,No,9.0,181515.18,62114.51
ORD12174,2023-08-11,August,Q3,East,Pune,Furniture,Bedroom,Product_24,Alice,Partner,CUST7013,VIP,49.0,Female,121.0,1485.48,0.19,0.15,1.59,Wallet,4.7,Yes,7.0,145591.89,50078.65
ORD11391,2022-11-08,November,Q4,East,Lucknow,Furniture,Outdoor,Product_163,Ivan,Online,CUST5028,Corporate,59.0,Male,7.0,1173.93,0.07,0.15,69.38,Wallet,4.1,No,12.0,7642.28,1581.92
ORD12852,2022-02-27,February,Q1,North,Ahmedabad,Beauty,Makeup,Product_14,Diana,Telephone,CUST1382,Retail,36.0,Male,15.0,245.49,0.36,0.18,129.48,Wallet,,Yes,11.0,2356.7,761.01
ORD14819,2022-02-08,February,Q1,East,Lucknow,Toys,Board Games,Product_149,Ivan,In-Store,CUST1296,Retail,45.0,Female,179.0,1259.92,0.28,0.18,99.55,Wallet,3.9,No,2.0,162378.49,31864.69
ORD11010,2022-06-19,June,Q2,North,Mumbai,Automotive,Parts,Product_31,,In-Store,CUST4786,Retail,20.0,Male,121.0,298.39,0.22,0.09,133.25,Cash,3.8,No,1.0,28162.05,3087.66
ORD12788,2022-07-04,July,Q3,East,Chennai,Toys,Outdoor,Product_37,George,Partner,CUST3792,VIP,21.0,Male,109.0,865.81,0.28,0.08,23.88,Cash,2.2,No,10.0,67948.77,25028.64
ORD12209,2023-11-30,November,Q4,Central,Mumbai,Furniture,Office,Product_149,Julia,Online,CUST5012,Wholesale,38.0,Other,50.0,369.77,0.09,0.15,93.42,Cash,1.6,No,2.0,16824.54,4296.37
ORD11287,2023-08-09,August,Q3,South,Mumbai,Sports,Fitness,Product_160,Bob,Online,CUST9368,Wholesale,63.0,Other,171.0,892.7,,0.09,39.32,Debit Card,4.6,No,10.0,131280.46,33088.58
ORD13650,2022-05-08,May,Q2,West,Delhi,Clothing,Sportswear,Product_50,Charlie,In-Store,CUST4800,Corporate,33.0,Other,76.0,254.59,0.3,0.16,127.57,Debit Card,4.4,Yes,10.0,13544.19,1625.12
ORD11868,2023-01-21,January,Q1,South,Hyderabad,Beauty,Wellness,Product_62,Ivan,Online,CUST7453,Wholesale,43.0,Other,141.0,523.77,0.16,0.14,65.76,Net Banking,2.2,Yes,6.0,62035.32,5802.59
ORD11395,2022-08-29,August,Q3,East,Pune,Sports,Outdoor,Product_25,Julia,Online,CUST3048,Corporate,70.0,Other,151.0,593.37,0.09,0.16,147.38,Credit Card,2.0,No,6.0,81534.97,13938.09
ORD13625,2023-01-02,January,Q1,South,Lucknow,Electronics,Cameras,Product_180,Charlie,In-Store,CUST5814,VIP,27.0,Other,103.0,357.17,0.28,0.06,49.81,Credit Card,4.2,Yes,4.0,26487.73,8283.55
ORD10768,2022-11-16,November,Q4,South,Lucknow,Furniture,Office,Product_83,Diana,In-Store,CUST7932,Retail,66.0,Male,157.0,63.89,0.43,0.16,52.61,Wallet,3.8,No,6.0,5717.52,1330.13
ORD13684,2022-08-07,August,Q3,South,Pune,Beauty,Makeup,Product_24,George,Online,CUST5631,Corporate,44.0,Female,12.0,654.84,0.47,0.06,93.2,Net Banking,3.1,No,11.0,4164.78,1202.71
ORD14444,2023-09-02,September,Q3,North,Mumbai,Electronics,Mobiles,Product_172,Bob,Online,CUST1525,Wholesale,30.0,Male,18.0,70.55,0.11,0.1,68.67,Net Banking,4.2,Yes,3.0,1130.21,388.26
ORD10022,2022-07-23,July,Q3,East,Mumbai,Automotive,Parts,Product_44,Julia,Partner,CUST2645,Wholesale,28.0,Female,38.0,1042.45,,0.12,138.98,UPI,2.2,No,9.0,28521.43,5065.72
ORD13943,2023-05-21,May,Q2,Central,Kolkata,Sports,Team Sports,Product_4,Charlie,In-Store,CUST6214,VIP,32.0,Male,35.0,732.23,0.06,0.1,148.24,UPI,4.5,No,1.0,24090.37,3226.93
ORD12229,2022-07-25,July,Q3,South,Ahmedabad,Toys,Puzzles,Product_15,Ivan,In-Store,CUST5213,Corporate,38.0,Female,8.0,,0.09,0.1,48.32,Wallet,2.5,No,3.0,2128.89,874.56
ORD10985,2022-02-03,February,Q1,North,Chennai,Electronics,Cameras,Product_184,Ivan,Mobile App,CUST1713,Corporate,39.0,Male,68.0,876.16,0.12,0.12,47.91,Credit Card,2.1,No,8.0,52429.41,15118.22
ORD11402,2023-12-15,December,Q4,Central,Kolkata,Electronics,Laptops,Product_147,Julia,Online,CUST8228,Corporate,72.0,Female,29.0,471.72,0.2,0.06,83.36,Cash,3.9,No,4.0,10943.9,4004.13
ORD14337,2023-07-22,July,Q3,West,Jaipur,Groceries,Beverages,Product_86,Hannah,Partner,CUST4216,VIP,56.0,Male,93.0,962.52,,0.14,132.59,Cash,1.4,No,4.0,61764.91,13805.04
ORD11743,2022-12-26,December,Q4,South,Pune,Furniture,Outdoor,Product_180,Fiona,Online,CUST3312,Retail,37.0,Female,176.0,736.13,0.15,0.15,10.75,Cash,2.2,Yes,10.0,110125.05,17322.35
ORD11938,2022-06-15,June,Q2,West,,Toys,Educational,Product_40,Diana,Telephone,CUST4011,Wholesale,40.0,Male,17.0,1278.81,0.34,,51.36,UPI,4.8,No,8.0,14348.25,1281.39
ORD11543,2023-03-02,March,Q1,South,Kolkata,Sports,Water Sports,Product_87,George,Partner,CUST9802,Corporate,20.0,Male,57.0,648.65,0.37,0.1,81.22,Wallet,2.5,No,7.0,23293.02,8971.51
ORD14448,2022-03-31,March,Q1,North,Kolkata,Groceries,Beverages,Product_52,Bob,Partner,CUST8203,Retail,62.0,Female,181.0,40.71,0.37,0.07,123.4,UPI,4.0,No,11.0,4642.16,1832.71
ORD14009,2022-04-22,April,Q2,Central,Kolkata,Electronics,Mobiles,Product_155,Julia,In-Store,CUST8648,Wholesale,25.0,Other,194.0,556.68,0.16,0.06,84.99,Cash,2.1,No,14.0,90716.57,19305.08
ORD11269,2022-06-11,June,Q2,North,Bangalore,Furniture,Bedroom,Product_52,Ethan,Online,CUST7575,VIP,,Male,137.0,607.1,0.34,0.09,145.35,Debit Card,,No,12.0,54893.98,18387.02
ORD14131,2023-07-12,July,Q3,Central,Delhi,Furniture,Bedroom,Product_116,Charlie,Partner,CUST3810,Wholesale,67.0,Other,196.0,726.12,0.07,0.08,92.01,UPI,3.3,No,7.0,132357.15,53445.93
ORD14070,2023-08-20,August,Q3,South,Ahmedabad,Toys,Educational,Product_184,Alice,Online,CUST2244,Corporate,31.0,Male,105.0,289.67,0.21,0.13,58.36,Credit Card,2.4,No,5.0,24028.13,2345.75
ORD12293,2022-04-06,April,Q2,West,Mumbai,Toys,Puzzles,Product_176,Ivan,In-Store,CUST6674,VIP,73.0,Male,75.0,1040.92,0.02,0.16,108.35,UPI,2.4,Yes,2.0,76507.62,10373.71
ORD10999,2022-07-22,July,Q3,North,Mumbai,Toys,Action Figures,Product_1,Julia,Partner,CUST2706,Corporate,45.0,Other,169.0,1131.44,0.45,0.14,63.01,Net Banking,3.8,No,5.0,105167.35,29225.93
ORD13013,2023-11-16,November,Q4,Central,Pune,Automotive,Electronics,Product_63,Alice,In-Store,CUST8498,Retail,32.0,Other,117.0,140.18,0.45,0.08,149.28,UPI,1.7,Yes,12.0,9020.58,2738.26
ORD14896,2022-06-02,June,Q2,South,Pune,Sports,Fitness,Product_30,Julia,Mobile App,CUST7401,VIP,64.0,Other,75.0,1095.87,0.48,0.1,35.97,Cash,3.3,No,6.0,42738.93,17440.05
ORD10573,2023-04-30,April,Q2,South,Hyderabad,Toys,Puzzles,Product_97,Ivan,Mobile App,CUST7002,VIP,32.0,Male,154.0,741.77,0.08,0.16,118.59,Debit Card,4.6,No,8.0,105093.97,15309.52
ORD13862,2022-10-03,October,Q4,South,Jaipur,Sports,Outdoor,Product_37,Bob,Telephone,CUST4321,Wholesale,62.0,Other,147.0,728.28,0.38,0.17,4.67,Wallet,1.5,Yes,5.0,66375.44,5289.51
ORD12481,2023-05-01,May,Q2,North,Mumbai,Toys,Puzzles,Product_122,Bob,Telephone,CUST6424,Corporate,50.0,Female,42.0,962.47,0.1,0.13,29.67,UPI,1.3,No,7.0,36381.37,11806.5
ORD11701,2022-03-21,March,Q1,South,Mumbai,Automotive,Accessories,Product_187,Ethan,In-Store,CUST7270,Wholesale,64.0,Other,99.0,916.67,0.41,0.14,13.93,Cash,2.6,No,2.0,53542.69,5769.0
ORD11539,2023-02-28,February,Q1,West,Jaipur,Automotive,Accessories,Product_41,Ivan,Online,CUST9044,VIP,64.0,Male,49.0,184.94,0.07,0.11,145.4,Cash,4.8,Yes,2.0,8427.72,2212.46
ORD13822,2022-12-01,December,Q4,North,Pune,Clothing,Sportswear,Product_195,Fiona,Telephone,CUST6155,VIP,62.0,Other,179.0,291.32,0.42,0.05,17.38,UPI,1.7,No,3.0,30244.84,8858.81
ORD12317,2023-09-25,September,Q3,North,Pune,Groceries,Beverages,Product_146,Bob,Mobile App,CUST2570,VIP,25.0,Female,194.0,390.87,0.36,0.08,71.81,Wallet,2.5,No,4.0,48530.42,3317.42
ORD10755,2023-04-22,April,Q2,South,Delhi,Beauty,Fragrance,Product_9,Alice,Mobile App,CUST3572,Retail,25.0,Other,90.0,994.27,0.39,0.06,11.72,UPI,2.0,No,8.0,,14789.81
ORD13508,2023-03-02,March,Q1,West,Bangalore,Automotive,Tools,Product_73,Julia,In-Store,CUST7558,Retail,64.0,Female,76.0,445.58,0.04,0.16,11.97,Credit Card,1.7,No,9.0,32509.52,7378.87
ORD13425,2023-12-22,December,Q4,East,Hyderabad,Furniture,Office,Product_145,Fiona,Telephone,CUST8343,Wholesale,38.0,Male,25.0,303.51,0.16,0.1,27.29,Credit Card,2.0,No,7.0,6373.71,2138.61
ORD12792,2023-03-07,March,Q1,South,Mumbai,Toys,Board Games,Product_59,Ethan,Online,CUST6150,Wholesale,29.0,Male,17.0,71.66,0.18,0.15,96.56,Net Banking,1.4,No,10.0,998.94,435.11
ORD14864,2022-05-01,May,Q2,East,Mumbai,Sports,Team Sports,Product_200,George,Partner,CUST3362,VIP,63.0,Female,123.0,599.46,0.29,0.1,100.11,UPI,4.6,No,11.0,52350.84,9550.36
ORD11703,2023-08-13,August,Q3,South,Jaipur,Toys,Puzzles,Product_73,Diana,Online,CUST5992,VIP,42.0,Other,,583.28,0.36,0.07,11.32,Cash,,No,13.0,45542.5,4671.12
ORD11482,2023-04-05,April,Q2,East,Ahmedabad,Toys,Action Figures,Product_123,Hannah,Partner,CUST8553,Wholesale,19.0,Other,64.0,173.32,0.08,0.13,118.76,Net Banking,4.3,Yes,11.0,10205.08,2988.18
ORD12284,2022-07-21,July,Q3,East,Hyderabad,Furniture,Office,Product_141,Julia,Partner,CUST3417,Wholesale,66.0,Male,132.0,616.73,0.22,0.15,12.37,Net Banking,4.5,Yes,12.0,63498.52,23605.16
ORD13567,2023-08-07,August,Q3,East,Kolkata,Electronics,Laptops,Product_15,Charlie,Mobile App,CUST8536,Wholesale,67.0,Male,177.0,1498.81,0.45,0.06,77.89,Cash,2.5,No,14.0,145909.15,
ORD13008,2023-10-20,October,Q4,Central,Jaipur,Groceries,Snacks,Product_133,Bob,In-Store,CUST4936,Corporate,57.0,Other,152.0,113.42,0.47,0.06,114.7,Cash,4.7,Yes,6.0,9137.12,1366.3
ORD10588,2022-07-23,July,Q3,West,Mumbai,Furniture,Bedroom,Product_11,Ethan,Partner,CUST9013,Retail,63.0,Other,138.0,1348.09,0.17,0.16,104.57,Wallet,4.4,No,6.0,154410.23,42169.13
ORD11521,2023-01-26,January,Q1,South,Chennai,Beauty,Makeup,Product_83,Bob,Online,CUST7305,Retail,39.0,Male,,388.69,0.13,0.11,82.57,Cash,4.1,No,11.0,20627.78,5644.32
ORD13290,2023-03-25,March,Q1,West,Pune,Clothing,Women,Product_106,Alice,Partner,CUST5103,VIP,65.0,Female,176.0,726.33,0.19,0.08,118.49,Net Banking,1.3,No,2.0,103545.6,33773.02
ORD10538,2022-11-13,November,Q4,East,Mumbai,Clothing,Winter,Product_21,Alice,Online,CUST2052,VIP,45.0,Other,80.0,894.84,0.14,0.12,31.8,Credit Card,3.6,No,9.0,61564.99,13127.34
ORD13282,2023-07-13,July,Q3,South,Ahmedabad,Toys,Board Games,Product_68,Alice,Mobile App,CUST5257,Corporate,74.0,Male,107.0,1453.57,0.22,0.18,56.7,Credit Card,3.8,No,5.0,121314.95,49658.02
ORD12484,2023-08-16,August,Q3,South,Jaipur,Sports,Water Sports,Product_7,Julia,Partner,CUST8646,Retail,43.0,Other,109.0,54.97,0.39,0.07,121.96,Net Banking,4.9,No,13.0,3654.96,1374.78
ORD11440,2022-01-22,January,Q1,East,Kolkata,Beauty,Fragrance,Product_195,Julia,Mobile App,CUST6325,VIP,18.0,Male,4.0,471.54,0.35,0.06,116.88,Wallet,2.2,No,3.0,1226.0,515.78
ORD14303,2022-03-17,March,Q1,West,Mumbai,Sports,Team Sports,Product_99,Ivan,Telephone,CUST9900,VIP,35.0,Female,102.0,1292.36,0.04,0.11,39.87,Cash,4.6,No,11.0,126547.89,12804.7
ORD13380,2023-03-25,March,Q1,South,Bangalore,Electronics,Cameras,Product_22,Alice,Online,CUST3680,Wholesale,59.0,Other,198.0,13.77,0.22,0.05,27.42,Debit Card,4.9,No,1.0,2126.64,864.11
ORD11293,2022-01-23,January,Q1,South,Pune,Electronics,Tablets,Product_119,Bob,In-Store,CUST2234,Wholesale,66.0,Male,25.0,319.11,0.45,0.08,11.01,Debit Card,2.7,No,8.0,4387.76,1727.84
ORD10015,2022-04-06,April,Q2,South,Hyderabad,Toys,Outdoor,Product_79,Alice,In-Store,CUST8384,VIP,61.0,Female,152.0,1288.85,0.06,0.12,94.21,,3.8,No,14.0,184150.89,25523.37
ORD11004,2023-10-26,October,Q4,Central,Delhi,Electronics,Accessories,Product_63,Ethan,Telephone,CUST7459,Corporate,57.0,Other,64.0,284.03,0.05,0.18,10.44,Cash,4.3,No,14.0,17269.02,3849.62
ORD12994,2022-12-12,December,Q4,East,Lucknow,Toys,Educational,Product_54,George,Partner,CUST7875,Corporate,39.0,Other,,1205.03,0.5,0.07,102.56,Debit Card,1.7,No,8.0,72301.8,11500.48
ORD12718,2023-01-18,January,Q1,Central,Kolkata,Furniture,Office,Product_55,Julia,Partner,CUST2760,Retail,69.0,Male,58.0,251.03,0.12,0.06,36.94,UPI,2.0,No,9.0,12812.57,1730.66
ORD11071,2023-02-15,February,Q1,East,Hyderabad,Toys,Outdoor,Product_185,Charlie,Telephone,CUST7189,Retail,39.0,Male,77.0,625.16,0.34,0.07,71.01,Net Banking,4.4,No,5.0,31770.63,7051.2
ORD12643,2023-05-21,May,Q2,North,Pune,Sports,Water Sports,Product_90,Hannah,Partner,CUST4512,Wholesale,57.0,Other,188.0,1195.6,,0.08,120.38,Cash,3.1,No,13.0,168579.6,35163.55
ORD13133,2023-12-07,December,Q4,South,Delhi,Toys,Educational,Product_192,Alice,Online,CUST4903,Corporate,34.0,Male,148.0,126.8,0.47,0.14,135.9,Net Banking,3.3,No,10.0,9946.19,3922.07
ORD12032,2023-11-12,November,Q4,West,Lucknow,Furniture,Outdoor,Product_119,Charlie,Online,CUST6007,Corporate,46.0,Male,154.0,535.42,0.13,0.16,143.88,Cash,1.5,Yes,9.0,71735.57,26828.76
ORD12636,2022-04-20,April,Q2,North,Kolkata,Beauty,Wellness,Product_62,Diana,Online,CUST9210,Retail,26.0,Other,136.0,110.69,0.46,0.09,84.11,Cash,2.1,Yes,6.0,8129.07,2854.87
ORD12109,2023-05-25,May,Q2,North,Bangalore,Electronics,Laptops,Product_109,Ethan,Mobile App,CUST1753,VIP,48.0,Female,12.0,1176.33,0.46,0.16,148.43,Debit Card,1.4,No,12.0,7622.62,2091.99
ORD11325,2023-01-09,January,Q1,West,Pune,Beauty,Wellness,Product_153,Julia,Mobile App,CUST8185,Retail,44.0,Female,62.0,784.46,0.23,0.16,74.24,Net Banking,1.1,No,8.0,37450.12,9118.41
ORD12102,2023-02-14,February,Q1,West,Ahmedabad,Groceries,Bakery,Product_157,Charlie,Mobile App,CUST4947,Corporate,50.0,,164.0,37.66,0.34,0.17,103.71,Debit Card,2.4,No,4.0,4076.32,
ORD14985,2023-06-20,June,Q2,South,Bangalore,Beauty,Haircare,Product_1,Bob,Online,CUST3851,VIP,22.0,Other,140.0,357.83,0.38,0.14,41.46,Net Banking,4.1,No,1.0,31059.64,12009.29
ORD13972,2022-04-06,April,Q2,South,Mumbai,Clothing,Women,Product_12,Julia,Telephone,CUST2642,Wholesale,49.0,Female,164.0,1050.47,0.12,0.12,137.28,Credit Card,3.1,No,3.0,151603.83,23773.44
ORD13742,2022-11-19,November,Q4,East,Bangalore,Furniture,Office,Product_85,Diana,Telephone,CUST4657,Corporate,43.0,Other,193.0,197.49,0.08,0.14,6.02,UPI,2.1,No,,35066.32,2259.11
ORD14106,2023-09-24,September,Q3,North,Mumbai,Sports,Team Sports,Product_197,Julia,Mobile App,CUST9918,Retail,59.0,Female,83.0,733.76,,0.14,122.64,Cash,4.5,No,4.0,42631.46,14067.8
ORD11454,2022-06-01,June,Q2,Central,Mumbai,Sports,Water Sports,Product_110,Bob,Telephone,CUST5490,VIP,36.0,Male,41.0,1114.26,0.34,0.17,50.14,UPI,3.9,No,7.0,30151.88,11687.36
ORD11547,2022-11-17,November,Q4,South,Lucknow,Clothing,Sportswear,Product_35,Diana,Telephone,CUST3201,Corporate,32.0,Female,62.0,565.36,0.16,0.14,130.33,Debit Card,4.6,No,3.0,29443.95,12915.89
ORD13222,2022-10-02,October,Q4,East,Chennai,Clothing,Kids,Product_198,Charlie,In-Store,CUST6976,Corporate,,Male,110.0,597.1,0.05,0.15,116.8,Cash,3.0,No,14.0,62396.95,3958.69
ORD12630,2022-10-24,October,Q4,South,Hyderabad,Toys,Board Games,Product_33,Fiona,Mobile App,CUST9046,Retail,71.0,Other,131.0,671.6,0.03,0.06,130.2,UPI,2.1,Yes,5.0,85340.21,21147.44
ORD14150,2023-08-22,August,Q3,West,Lucknow,Electronics,Cameras,Product_41,Hannah,Partner,CUST2999,Wholesale,68.0,Other,124.0,597.43,0.16,0.1,104.01,UPI,2.3,No,10.0,62228.31,7791.31
ORD12396,2023-04-27,April,Q2,West,Delhi,Furniture,Outdoor,Product_83,Julia,In-Store,CUST1422,Retail,52.0,Other,42.0,706.19,0.45,0.1,59.48,Net Banking,1.1,No,13.0,16312.99,2873.99
ORD14929,2022-10-02,October,Q4,Central,Kolkata,Clothing,Kids,Product_82,Ivan,Mobile App,CUST7316,Corporate,66.0,Female,137.0,438.53,0.33,0.15,130.79,Debit Card,1.3,No,,40252.67,
ORD11612,2022-12-14,December,Q4,Central,Kolkata,Electronics,Accessories,Product_48,Diana,Telephone,CUST6824,Retail,56.0,Other,108.0,289.24,0.34,0.13,21.09,UPI,,No,7.0,20617.03,9209.86
ORD12889,2023-03-03,March,Q1,Central,Chennai,Automotive,Tools,Product_135,Ivan,Online,CUST7869,Retail,63.0,Other,89.0,673.72,0.5,0.17,83.5,Net Banking,,No,13.0,29980.54,6088.52
ORD12679,2022-09-25,September,Q3,South,Hyderabad,Sports,Team Sports,Product_35,Diana,Online,CUST4909,VIP,73.0,,156.0,320.09,0.03,0.14,48.87,Cash,3.8,Yes,1.0,48436.02,6906.08
ORD14110,2023-05-26,May,Q2,South,Jaipur,Furniture,Office,Product_97,Ethan,Partner,CUST4618,VIP,66.0,Female,56.0,648.32,0.29,0.15,82.11,Cash,1.2,No,13.0,25777.2,7894.19
ORD12639,2023-04-11,April,Q2,South,Pune,Clothing,Winter,Product_8,Fiona,Mobile App,CUST5148,Corporate,32.0,Other,25.0,1494.36,0.11,0.16,109.61,Debit Card,4.0,No,2.0,33249.51,7929.59
ORD14987,2023-12-19,December,Q4,West,Mumbai,Beauty,Haircare,Product_9,Bob,Mobile App,CUST6578,Retail,46.0,Female,27.0,65.29,0.15,0.15,99.03,Wallet,1.7,No,8.0,1498.41,187.41
ORD13575,2023-12-22,December,Q4,South,Ahmedabad,Electronics,Accessories,Product_88,Ethan,Mobile App,CUST4175,Corporate,51.0,Male,43.0,1462.76,0.13,0.18,79.11,Cash,3.6,Yes,8.0,54721.85,6404.26
ORD11120,2022-05-01,May,Q2,South,Hyderabad,Electronics,Accessories,Product_25,Charlie,Partner,CUST8225,VIP,57.0,Male,14.0,1411.62,0.17,0.12,59.27,Debit Card,,No,6.0,16403.02,4033.3
ORD13171,2022-06-07,June,Q2,North,Jaipur,Electronics,Mobiles,Product_64,George,Telephone,CUST1938,Corporate,18.0,Female,61.0,364.17,0.38,0.09,128.63,Credit Card,2.6,No,3.0,13772.91,4863.62
ORD13833,2022-09-02,September,Q3,South,Delhi,Toys,Board Games,Product_13,Fiona,Partner,CUST5699,VIP,64.0,Female,44.0,907.69,0.22,0.09,118.4,Wallet,1.5,Yes,3.0,31151.92,1895.7
ORD11700,2023-04-16,April,Q2,Central,Hyderabad,Furniture,Kitchen,Product_106,Ethan,Telephone,CUST6764,Retail,43.0,Male,9.0,88.33,0.04,0.05,70.18,Net Banking,4.9,No,5.0,763.17,237.0
ORD14775,2023-10-04,October,Q4,South,Kolkata,Clothing,Sportswear,Product_178,Alice,Online,CUST7830,Wholesale,48.0,Male,24.0,415.97,0.21,0.16,126.36,Credit Card,3.0,No,10.0,7886.79,2239.98
ORD11155,2023-07-06,July,Q3,South,Hyderabad,Groceries,Snacks,Product_70,Ethan,In-Store,CUST2727,Retail,49.0,Other,179.0,1200.68,0.38,0.08,22.55,Cash,3.5,No,1.0,133251.47,57224.05
ORD12859,2023-08-15,August,Q3,North,Kolkata,Sports,Water Sports,Product_63,George,In-Store,CUST6718,Retail,43.0,Other,78.0,772.71,0.01,0.12,113.64,Debit Card,1.9,Yes,14.0,59668.67,3546.58
ORD10952,2022-08-20,August,Q3,North,Jaipur,Furniture,Bedroom,Product_124,Bob,Partner,CUST7332,Wholesale,43.0,Other,56.0,1248.12,0.26,0.12,70.39,Cash,3.9,No,10.0,51722.09,7246.59
ORD12828,2022-04-26,April,Q2,East,Pune,Groceries,Bakery,Product_55,Ivan,Partner,CUST4464,Retail,57.0,Male,78.0,138.76,0.48,0.17,145.24,UPI,1.6,No,12.0,5628.11,635.58
ORD14529,2023-01-18,January,Q1,Central,Bangalore,Sports,Fitness,Product_122,Alice,Telephone,CUST8429,VIP,71.0,Other,23.0,833.32,0.28,0.13,135.06,Debit Card,3.2,No,6.0,13799.78,3605.09
ORD11117,2022-08-19,August,Q3,Central,Pune,Groceries,Beverages,Product_100,Julia,Telephone,CUST7215,Retail,56.0,Female,72.0,1243.84,0.08,0.17,30.67,Debit Card,4.7,No,8.0,82391.96,28732.6
ORD10954,2023-01-25,January,Q1,West,,Furniture,Office,Product_62,Julia,Telephone,CUST9372,Retail,19.0,Male,28.0,976.43,0.21,0.07,95.45,Cash,2.7,No,2.0,21598.63,4535.67
ORD14961,2023-09-19,September,Q3,South,Bangalore,Sports,Team Sports,Product_24,Diana,In-Store,CUST6781,Retail,20.0,Male,129.0,159.2,0.0,0.12,64.88,Debit Card,4.6,Yes,2.0,20536.8,3362.03
ORD10368,2023-09-29,September,Q3,South,Hyderabad,Furniture,Office,Product_1,Ivan,Partner,CUST4854,Retail,36.0,Female,93.0,692.08,0.41,0.17,77.22,Credit Card,2.4,No,13.0,37974.43,7567.29
ORD12715,2022-06-06,June,Q2,West,Ahmedabad,Electronics,Accessories,Product_7,Ethan,Telephone,CUST6734,Retail,23.0,Other,79.0,673.08,0.24,0.15,140.09,Credit Card,2.8,No,2.0,40411.72,15327.61
ORD11172,2022-11-22,November,Q4,East,Hyderabad,Beauty,Makeup,Product_114,George,In-Store,CUST9914,Retail,69.0,Female,38.0,787.49,0.1,0.14,128.49,Cash,3.2,No,11.0,26932.16,3625.14
ORD14631,2023-09-16,September,Q3,South,Jaipur,Clothing,Kids,Product_146,Diana,Partner,CUST8905,Retail,34.0,Other,81.0,620.72,0.07,0.13,101.51,Wallet,1.2,No,11.0,46758.84,5272.37
ORD13345,2023-06-07,June,Q2,North,Mumbai,Clothing,Winter,Product_169,George,Mobile App,CUST4329,Wholesale,45.0,Other,21.0,1005.63,0.45,0.12,95.06,Credit Card,3.4,No,3.0,11615.03,2352.57
ORD13054,2022-04-09,April,Q2,North,Chennai,Automotive,Electronics,Product_172,Bob,Telephone,CUST2144,Corporate,40.0,Other,113.0,912.04,0.39,0.17,66.03,Cash,1.1,No,7.0,62866.92,13470.83
ORD10341,2023-08-16,August,Q3,West,Bangalore,Furniture,Living Room,Product_198,Ivan,In-Store,CUST4832,Corporate,46.0,Female,8.0,492.75,0.28,0.11,59.05,Credit Card,1.9,No,1.0,2838.24,405.39
ORD11376,2022-12-02,December,Q4,North,Ahmedabad,Clothing,Kids,Product_17,George,Telephone,CUST1323,Retail,30.0,Other,162.0,334.87,0.45,0.14,133.39,Cash,4.8,Yes,4.0,29836.92,13185.65
ORD10195,2023-06-30,June,Q2,West,Chennai,Groceries,Snacks,Product_6,Ivan,Telephone,CUST5657,VIP,31.0,Female,152.0,368.88,0.49,0.12,,Net Banking,,Yes,2.0,,2813.32
ORD13697,2022-05-04,May,Q2,West,Mumbai,Automotive,Electronics,Product_30,Fiona,Telephone,CUST7376,Retail,39.0,Female,28.0,228.35,0.28,0.16,38.09,Net Banking,2.0,No,6.0,4603.54,1213.66
ORD10415,2022-04-05,April,Q2,South,Chennai,Furniture,Outdoor,Product_98,Bob,Partner,CUST2651,Wholesale,30.0,Other,173.0,1239.44,0.34,0.16,56.72,UPI,4.9,No,9.0,141519.26,61013.18
ORD13099,2022-08-24,August,Q3,South,Delhi,Electronics,Laptops,Product_95,Fiona,Telephone,CUST6650,Retail,36.0,Other,152.0,218.46,0.29,0.17,48.05,UPI,4.9,No,,23576.2,8479.87
ORD13658,2022-05-16,May,Q2,East,Pune,Electronics,Mobiles,Product_36,Hannah,Telephone,CUST7192,Retail,67.0,Male,105.0,112.24,0.49,0.12,56.39,Net Banking,1.8,No,,6010.45,478.28
ORD10944,2022-03-29,March,Q1,West,Ahmedabad,Groceries,Bakery,Product_121,Ethan,Mobile App,CUST1555,VIP,36.0,Other,36.0,29.28,0.28,0.13,46.33,UPI,,Yes,8.0,758.94,121.0
ORD12376,2023-04-24,April,Q2,Central,Chennai,Automotive,Electronics,Product_106,Hannah,Mobile App,CUST5466,Corporate,40.0,Other,146.0,1089.36,0.22,0.09,48.27,Wallet,4.2,No,13.0,124056.32,28254.25
ORD11980,2022-05-30,May,Q2,Central,Jaipur,Sports,Outdoor,Product_106,Fiona,Telephone,CUST5199,Wholesale,61.0,Other,148.0,850.3,0.07,0.06,16.28,Wallet,3.1,No,4.0,117035.29,18027.76
ORD13458,2022-03-28,March,Q1,South,Mumbai,Clothing,Sportswear,Product_143,Alice,Telephone,CUST2209,Wholesale,33.0,Other,64.0,1289.18,0.41,0.14,48.85,Cash,4.9,No,9.0,48679.44,16659.82
